,Time,Moisture
8,29/10/2019 12:11,21
9,29/10/2019 12:11,23
10,29/10/2019 12:11,21
11,29/10/2019 12:11,22
12,29/10/2019 12:11,22
13,29/10/2019 12:11,32
14,29/10/2019 12:11,35
15,29/10/2019 12:11,33
16,29/10/2019 12:11,33
17,29/10/2019 12:11,32
18,29/10/2019 12:12,32
19,29/10/2019 12:12,32
20,29/10/2019 12:12,30
21,29/10/2019 12:12,28
22,29/10/2019 12:12,27
23,29/10/2019 12:12,27
24,29/10/2019 12:12,27
25,29/10/2019 12:12,27
26,29/10/2019 12:12,26
27,29/10/2019 12:12,27
28,29/10/2019 12:12,26
29,29/10/2019 12:12,26
30,29/10/2019 12:13,26
31,29/10/2019 12:13,26
32,29/10/2019 12:13,27
33,29/10/2019 12:13,27
34,29/10/2019 12:13,27
35,29/10/2019 12:13,27
36,29/10/2019 12:13,27
37,29/10/2019 12:13,27
38,29/10/2019 12:13,27
39,29/10/2019 12:13,27
40,29/10/2019 12:13,27
41,29/10/2019 12:13,27
42,29/10/2019 12:14,27
43,29/10/2019 12:14,27
44,29/10/2019 12:14,28
45,29/10/2019 12:14,28
46,29/10/2019 12:14,28
47,29/10/2019 12:14,28
48,29/10/2019 12:14,28
49,29/10/2019 12:14,29
50,29/10/2019 12:14,29
51,29/10/2019 12:14,29
52,29/10/2019 12:14,35
53,29/10/2019 12:14,35
54,29/10/2019 12:15,34
55,29/10/2019 12:15,34
56,29/10/2019 12:15,34
57,29/10/2019 12:15,34
58,29/10/2019 12:15,34
59,29/10/2019 12:15,34
60,29/10/2019 12:15,35
61,29/10/2019 12:15,34
62,29/10/2019 12:15,34
63,29/10/2019 12:15,34
64,29/10/2019 12:15,34
65,29/10/2019 12:15,38
66,29/10/2019 12:16,38
67,29/10/2019 12:16,37
68,29/10/2019 12:16,37
69,29/10/2019 12:16,37
70,29/10/2019 12:16,37
71,29/10/2019 12:16,37
72,29/10/2019 12:16,37
73,29/10/2019 12:16,36
74,29/10/2019 12:16,36
75,29/10/2019 12:16,37
76,29/10/2019 12:16,36
77,29/10/2019 12:16,36
78,29/10/2019 12:17,36
79,29/10/2019 12:17,35
80,29/10/2019 12:17,36
81,29/10/2019 12:17,36
82,29/10/2019 12:17,35
83,29/10/2019 12:17,35
84,29/10/2019 12:17,35
85,29/10/2019 12:17,34
86,29/10/2019 12:17,35
87,29/10/2019 12:17,35
88,29/10/2019 12:17,34
89,29/10/2019 12:17,34
90,29/10/2019 12:18,34
91,29/10/2019 12:18,34
92,29/10/2019 12:18,34
93,29/10/2019 12:18,34
94,29/10/2019 12:18,34
95,29/10/2019 12:18,34
96,29/10/2019 12:18,34
97,29/10/2019 12:18,34
98,29/10/2019 12:18,33
99,29/10/2019 12:18,34
100,29/10/2019 12:18,33
101,29/10/2019 12:18,33
102,29/10/2019 12:19,33
103,29/10/2019 12:19,33
104,29/10/2019 12:19,33
105,29/10/2019 12:19,34
106,29/10/2019 12:19,33
107,29/10/2019 12:19,33
108,29/10/2019 12:19,34
109,29/10/2019 12:19,34
110,29/10/2019 12:19,33
111,29/10/2019 12:19,34
112,29/10/2019 12:19,33
113,29/10/2019 12:19,33
114,29/10/2019 12:20,33
115,29/10/2019 12:20,33
116,29/10/2019 12:20,33
117,29/10/2019 12:20,34
118,29/10/2019 12:20,33
119,29/10/2019 12:20,33
120,29/10/2019 12:20,33
121,29/10/2019 12:20,33
122,29/10/2019 12:20,33
123,29/10/2019 12:20,33
124,29/10/2019 12:20,33
125,29/10/2019 12:20,33
126,29/10/2019 12:21,33
127,29/10/2019 12:21,33
128,29/10/2019 12:21,33
129,29/10/2019 12:21,33
130,29/10/2019 12:21,33
131,29/10/2019 12:21,33
132,29/10/2019 12:21,34
133,29/10/2019 12:21,33
134,29/10/2019 12:21,33
135,29/10/2019 12:21,33
136,29/10/2019 12:21,34
137,29/10/2019 12:21,33
138,29/10/2019 12:22,33
139,29/10/2019 12:22,33
140,29/10/2019 12:22,33
141,29/10/2019 12:22,33
142,29/10/2019 12:22,33
143,29/10/2019 12:22,33
144,29/10/2019 12:22,33
145,29/10/2019 12:22,33
146,29/10/2019 12:22,33
147,29/10/2019 12:22,33
148,29/10/2019 12:22,33
149,29/10/2019 12:22,33
150,29/10/2019 12:23,33
151,29/10/2019 12:23,33
152,29/10/2019 12:23,33
153,29/10/2019 12:23,34
154,29/10/2019 12:23,33
155,29/10/2019 12:23,33
156,29/10/2019 12:23,33
157,29/10/2019 12:23,33
158,29/10/2019 12:23,33
159,29/10/2019 12:23,34
160,29/10/2019 12:23,34
161,29/10/2019 12:23,33
162,29/10/2019 12:24,34
163,29/10/2019 12:24,34
164,29/10/2019 12:24,34
165,29/10/2019 12:24,34
166,29/10/2019 12:24,34
167,29/10/2019 12:24,34
168,29/10/2019 12:24,34
169,29/10/2019 12:24,34
170,29/10/2019 12:24,34
171,29/10/2019 12:24,34
172,29/10/2019 12:24,34
173,29/10/2019 12:24,34
174,29/10/2019 12:25,34
175,29/10/2019 12:25,34
176,29/10/2019 12:25,34
177,29/10/2019 12:25,34
178,29/10/2019 12:25,34
179,29/10/2019 12:25,34
180,29/10/2019 12:25,34
181,29/10/2019 12:25,34
182,29/10/2019 12:25,34
183,29/10/2019 12:25,34
184,29/10/2019 12:25,34
185,29/10/2019 12:25,34
186,29/10/2019 12:26,34
187,29/10/2019 12:26,34
188,29/10/2019 12:26,34
189,29/10/2019 12:26,34
190,29/10/2019 12:26,34
191,29/10/2019 12:26,34
192,29/10/2019 12:26,34
193,29/10/2019 12:26,34
194,29/10/2019 12:26,35
195,29/10/2019 12:26,34
196,29/10/2019 12:26,34
197,29/10/2019 12:26,34
198,29/10/2019 12:27,34
199,29/10/2019 12:27,34
200,29/10/2019 12:27,35
201,29/10/2019 12:27,34
202,29/10/2019 12:27,34
203,29/10/2019 12:27,34
204,29/10/2019 12:27,34
205,29/10/2019 12:27,34
206,29/10/2019 12:27,35
207,29/10/2019 12:27,34
208,29/10/2019 12:27,34
209,29/10/2019 12:27,35
210,29/10/2019 12:28,34
211,29/10/2019 12:28,35
212,29/10/2019 12:28,35
213,29/10/2019 12:28,35
214,29/10/2019 12:28,34
215,29/10/2019 12:28,35
216,29/10/2019 12:28,35
217,29/10/2019 12:28,35
218,29/10/2019 12:28,35
219,29/10/2019 12:28,35
220,29/10/2019 12:28,35
221,29/10/2019 12:28,35
222,29/10/2019 12:29,35
223,29/10/2019 12:29,35
224,29/10/2019 12:29,35
225,29/10/2019 12:29,35
226,29/10/2019 12:29,35
227,29/10/2019 12:29,35
228,29/10/2019 12:29,35
229,29/10/2019 12:29,35
230,29/10/2019 12:29,35
231,29/10/2019 12:29,35
232,29/10/2019 12:29,35
233,29/10/2019 12:29,35
234,29/10/2019 12:30,35
235,29/10/2019 12:30,35
236,29/10/2019 12:30,36
237,29/10/2019 12:30,35
238,29/10/2019 12:30,35
239,29/10/2019 12:30,35
240,29/10/2019 12:30,35
241,29/10/2019 12:30,35
242,29/10/2019 12:30,36
243,29/10/2019 12:30,35
244,29/10/2019 12:30,35
245,29/10/2019 12:30,35
246,29/10/2019 12:31,35
247,29/10/2019 12:31,35
248,29/10/2019 12:31,36
249,29/10/2019 12:31,35
250,29/10/2019 12:31,35
251,29/10/2019 12:31,35
252,29/10/2019 12:31,36
253,29/10/2019 12:31,35
254,29/10/2019 12:31,36
255,29/10/2019 12:31,35
256,29/10/2019 12:31,35
257,29/10/2019 12:31,35
258,29/10/2019 12:32,35
259,29/10/2019 12:32,35
260,29/10/2019 12:32,36
261,29/10/2019 12:32,35
262,29/10/2019 12:32,35
263,29/10/2019 12:32,35
264,29/10/2019 12:32,35
265,29/10/2019 12:32,35
266,29/10/2019 12:32,37
267,29/10/2019 12:32,41
280,29/10/2019 12:33,28
281,29/10/2019 12:33,51
282,29/10/2019 12:34,50
283,29/10/2019 12:34,49
284,29/10/2019 12:34,47
285,29/10/2019 12:34,46
286,29/10/2019 12:34,46
287,29/10/2019 12:34,45
288,29/10/2019 12:34,45
289,29/10/2019 12:34,44
290,29/10/2019 12:34,43
291,29/10/2019 12:34,42
292,29/10/2019 12:34,41
293,29/10/2019 12:34,39
294,29/10/2019 12:35,38
295,29/10/2019 12:35,38
296,29/10/2019 12:35,37
297,29/10/2019 12:35,37
298,29/10/2019 12:35,37
299,29/10/2019 12:35,37
300,29/10/2019 12:35,37
301,29/10/2019 12:35,37
302,29/10/2019 12:35,36
303,29/10/2019 12:35,36
304,29/10/2019 12:35,36
305,29/10/2019 12:35,36
306,29/10/2019 12:36,36
307,29/10/2019 12:36,36
308,29/10/2019 12:36,36
309,29/10/2019 12:36,36
310,29/10/2019 12:36,36
311,29/10/2019 12:36,36
312,29/10/2019 12:36,36
313,29/10/2019 12:36,36
314,29/10/2019 12:36,36
315,29/10/2019 12:36,36
316,29/10/2019 12:36,36
317,29/10/2019 12:36,36
318,29/10/2019 12:37,36
319,29/10/2019 12:37,36
320,29/10/2019 12:37,36
321,29/10/2019 12:37,36
322,29/10/2019 12:37,36
323,29/10/2019 12:37,36
324,29/10/2019 12:37,36
325,29/10/2019 12:37,36
326,29/10/2019 12:37,36
327,29/10/2019 12:37,36
328,29/10/2019 12:37,36
329,29/10/2019 12:37,36
330,29/10/2019 12:38,36
331,29/10/2019 12:38,36
332,29/10/2019 12:38,36
333,29/10/2019 12:38,36
334,29/10/2019 12:38,36
335,29/10/2019 12:38,36
336,29/10/2019 12:38,36
337,29/10/2019 12:38,36
338,29/10/2019 12:38,36
339,29/10/2019 12:38,36
340,29/10/2019 12:38,36
341,29/10/2019 12:38,36
342,29/10/2019 12:39,36
343,29/10/2019 12:39,36
344,29/10/2019 12:39,36
345,29/10/2019 12:39,36
346,29/10/2019 12:39,36
347,29/10/2019 12:39,36
348,29/10/2019 12:39,36
349,29/10/2019 12:39,36
350,29/10/2019 12:39,36
351,29/10/2019 12:39,36
352,29/10/2019 12:39,36
353,29/10/2019 12:39,36
354,29/10/2019 12:40,36
355,29/10/2019 12:40,36
356,29/10/2019 12:40,36
357,29/10/2019 12:40,36
358,29/10/2019 12:40,36
359,29/10/2019 12:40,36
360,29/10/2019 12:40,36
361,29/10/2019 12:40,36
362,29/10/2019 12:40,36
363,29/10/2019 12:40,36
364,29/10/2019 12:40,36
365,29/10/2019 12:40,36
366,29/10/2019 12:41,36
367,29/10/2019 12:41,36
368,29/10/2019 12:41,36
369,29/10/2019 12:41,36
370,29/10/2019 12:41,36
371,29/10/2019 12:41,37
372,29/10/2019 12:41,36
373,29/10/2019 12:41,37
374,29/10/2019 12:41,36
375,29/10/2019 12:41,36
376,29/10/2019 12:41,36
377,29/10/2019 12:41,36
378,29/10/2019 12:42,36
379,29/10/2019 12:42,37
380,29/10/2019 12:42,36
381,29/10/2019 12:42,37
382,29/10/2019 12:42,37
383,29/10/2019 12:42,36
384,29/10/2019 12:42,36
385,29/10/2019 12:42,37
386,29/10/2019 12:42,36
387,29/10/2019 12:42,36
388,29/10/2019 12:42,36
389,29/10/2019 12:42,36
390,29/10/2019 12:43,36
391,29/10/2019 12:43,37
392,29/10/2019 12:43,36
393,29/10/2019 12:43,36
394,29/10/2019 12:43,36
395,29/10/2019 12:43,36
396,29/10/2019 12:43,36
397,29/10/2019 12:43,36
398,29/10/2019 12:43,36
399,29/10/2019 12:43,36
400,29/10/2019 12:43,36
